,word,arabic,hungarian,indonesian,vietnamese,turkish,ico_vietnamese,ico_hungarian,ico_indonesian,ico_arabic,ico_turkish,ico_english,ico_rating_2022,ico_rating_2017,
10083,adequately,كاف,megfelelően,memadai,thỏa_đáng,layıkıyla,0.584441346552569,0.616227301287289,0.614449556202874,0.544749223184449,0.613295696156576,0.612590807586782,,,
10086,runaway,هاربة,szökevény,pelarian,trốn,kaçak,0.597034480628657,0.570096212485622,0.571365522119446,0.578403526453259,0.576476702411279,0.582028963064136,5.5,,
10089,timely,نشيطين,időszerűbb,tepat,kịp_thời,emretmişti,0.54900564119165,0.568977569568138,0.550110436033715,0.552217444189999,0.570947393857003,0.56175168194983,4.3,,
10090,prohibit,تحظر,tiltják,melarang,cấm,yasaklıyor,0.492160853334875,0.565494259823772,0.558640644407846,0.494588862331761,0.568072025089962,0.563397402035933,2.6,,
10094,tore,مزق,letépte,merobek,xé,yırttı,0.473809606699201,0.459064204353109,0.464439593839259,0.492711882295377,0.461440040682337,0.47908841928371,,,
10102,barney,بارني,Barney,Barney,Barney,Barney,0.562420662793908,0.568656318478163,0.559758947736198,0.582049153520182,0.558422843174552,0.563512881500327,,,
10103,adorned,تزين,díszíti,dihiasi,trang_trí,süslenmiş,0.566248011723143,0.553053595837081,0.542276071878249,0.575364664894472,0.551366362634678,0.569900003742517,,,
10106,lied,كذبت,Hazudtam,berbohong,nói_dối,baka,0.488617531043527,0.495309875105341,0.489993232140848,0.465918099516822,0.48978045192998,0.486935319634277,3,,
10108,frogs,الضفادع,békák,katak,ếch,kurbağa,0.517638698537445,0.513521306773987,0.522348773143547,0.512375547709637,0.512508937820052,0.52350157230225,,,
10109,ensign,الراية,zászlós,misalignment,micron,Teğmen,0.448166083501648,0.440377399363693,0.419402681812952,0.458513714460797,0.442199413982896,0.447804308817579,,,
10122,defendant,المتهم,vádlott,terdakwa,bị_cáo,Davalı,0.511231467120491,0.528887420622262,0.534345454619735,0.52999155139191,0.530283412874348,0.532129037290094,2.6,,
10130,unreliable,الاعتماد,megbízhatatlan,diandalkan,đáng,güvenilmez,0.510426315852638,0.579172195623947,0.576895785639521,0.573704270991733,0.566824617068624,0.567737455029391,3.18181818181818,,
10131,merits,مزايا,érdemeit,manfaat,công_trạng,yararları,0.540738591710038,0.597762075529004,0.581946222969276,0.541912583859538,0.587109690246523,0.573471182633031,,,
10134,celestial,السماوية,égi,surgawi,vũ_trụ,göksel,0.496690726956976,0.488541659549043,0.494048017665393,0.497506061271153,0.498716034995839,0.493478995121462,3.72727272727273,,
10137,bids,العروض,ajánlatokat,tawaran,giá,teklifleri,0.454180624549997,0.508961707917105,0.502361659662572,0.493531561657722,0.506782415397284,0.495315298268328,,,
10140,poisoned,سممت,megmérgezték,meracuni,đầu_độc,zehirledi,0.580367209317945,0.58373859446903,0.578397960655829,0.589896479787561,0.583621183373053,0.59697347394817,,,
10148,dislike,كراهية,ellenszenves,menyukaimu,ghét,hoşlanmamaya,0.602962266819055,0.635987808050491,0.62535316437174,0.600784608849907,0.616441073392935,0.618458288969142,,,
10151,rink,حلبة,görkori,arena,trượt_băng,paten,0.450022594104823,0.44935426925471,0.453970939477627,0.487333378086835,0.456503126814698,0.459086733573321,3.7,,
10153,belts,أحزمة,övek,sabuk,dây,kemerleri,0.46085286324681,0.468414424909238,0.475410221558019,0.484849289999307,0.461087955473588,0.46841456841342,,,
10154,astronaut,رائد,Űrhajós,astronot,phi_hành_gia,astronot,0.426753642780066,0.415319552341678,0.418736179625837,0.428424165111335,0.413656581981959,0.409806048574639,4.5,,
10166,hats,القبعات,kalapokat,topi,mũ,şapkalar,0.566215361723425,0.578643085222767,0.609871040923034,0.593132621529375,0.593174112704823,0.601272432050193,,,
10167,apostle,الرسول,apostolnak,Rasul,thánh,Havari,0.446670872963481,0.4371394946527,0.450547825884574,0.442240516524079,0.445629007981951,0.443793362084949,,,
10173,suites,أجنحة,lakosztályok,suite,dãy,süitleri,0.412856702285498,0.42414285637639,0.423367187168657,0.42983485528538,0.426916011502711,0.431435591803739,,,
10176,wrist,المعصم,csuklóját,pergelangan,cổ_tay,bileğini,0.546662284697507,0.528677792283931,0.512304756031817,0.537891330474377,0.515661110393145,0.548415981824177,3,,
10181,850,ثمانمائة,Timber,tagihan,*,385,0.417741261558042,0.389319670734557,0.386035122593574,0.380338979032316,0.408589892335635,0.410863896109823,,,
10189,apocalypse,الرؤيا,apokalipszis,kiamat,tận_thế,kıyamet,0.553666699823429,0.528628592490319,0.540794639095205,0.549657618803979,0.534072236939858,0.535816553593268,,,
10193,intercept,اعتراض,elfogásra,mencegat,chặn,kesişme,0.491088408684028,0.530009265413822,0.517660379579072,0.5112751138047,0.514603843721059,0.525430069660865,4.1,,
10197,bliss,النعيم,boldogság,kebahagiaan,hạnh_phúc,mutluluktur,0.504414348762214,0.499776213165605,0.5004802235776,0.503345010982094,0.50420023226791,0.506876007546675,3.45454545454545,1.833333333,
10198,mutant,متحول,mutáns,mutan,đột_biến,Kaplumbağalar,0.52623860455538,0.524217147243163,0.527615570486698,0.531835230122356,0.523733008147445,0.51471344407049,3.54545454545455,,
10200,lava,الحمم,láva,lahar,dung_nham,lav,0.479768049689629,0.490109115495719,0.488623430896149,0.487770038710144,0.504561665770802,0.497401193314352,4.1,0.272727273,
10201,marijuana,الماريجوانا,marihuána,ganja,cần_sa,marihuana,0.513243115329416,0.516618347729512,0.51672263566903,0.509634527562399,0.51082628096012,0.510921477787539,3.5,,
10206,cadets,الطلاب,kadétok,kadet,học_viên,öğrenciler,0.478997068787414,0.473434921813536,0.472225592828047,0.47124281578354,0.481599493067152,0.475391133216926,,,
10208,clown,المهرج,bohóc,badut,hề,palyaço,0.567584486263155,0.575623287924553,0.572426635381768,0.557545827449076,0.56583350055829,0.566034029767258,3.7,0.153846154,
10221,classmate,زميل,osztálytársa,sekelas,lớp,sınıf,0.491011611140968,0.466796197930227,0.468524806083621,0.480106911863719,0.474303685510796,0.46960549165065,3.8,,
10235,packs,علب,dobozzal,bungkus,gói,paketleri,0.56616022921868,0.586726855120795,0.591056230496753,0.625304933994225,0.585481917457049,0.589621067287073,,,
10236,196,375,196-ig,1-9-6,Carl_Bentley,sıklet,0.396446681618783,0.406578902323733,0.441430009074513,0.802665016004976,0.396003818658727,0.432635143894015,,,
10243,combustion,الاحتراق,spontán,pembakaran,cháy,yanma,0.458306248432595,0.481275498929722,0.489645690469588,0.482768365469258,0.484146577361107,0.479169269505312,5.1,,
10246,parcel,يتجزأ,csomagot,paket,gói,paket,0.504540559138189,0.479806693596574,0.481975229212854,0.47416540158889,0.477480996659678,0.483175459441435,3,,
10251,subjective,موضوعية,objektív,subjektif,chủ_quan,göreceli,0.520944730959235,0.563578323461245,0.571709164805524,0.53245350194325,0.555594599733035,0.560208410835428,,,
10254,unsuitable,مناسب,alkalmatlan,sesuai,phù_hợp,uygunsuz,0.568694344222407,0.616842105137752,0.602356815308172,0.581315016403673,0.607818550728912,0.613626955822607,2.36363636363636,,
10259,classmates,زملاء,osztálytársai,sekelas,lớp,Sınıf,0.51628151454876,0.529720024127242,0.532039470867491,0.527895279880169,0.529688622524132,0.531636727026781,,,
10265,480,سعته,480-as,amp,bánh_răng,Modu,0.38228313191248,0.381678198246848,0.388058111269275,0.396373115838711,0.376213124063112,0.330226152555434,,,
10269,glaciers,الجليدية,gleccserek,gletser,sông,Buzullar,0.406084908535425,0.376550949643813,0.387746346102901,0.384574433747765,0.391808665622671,0.390554637091342,,,
10278,echoes,أصداء,visszhangzik,gema,vang_vọng,yankıları,0.648712444613953,0.637902678025135,0.647902004989497,0.650787696653438,0.637475764488004,0.657513670660764,,,
10283,miracles,المعجزات,csodák,keajaiban,phép,mucizeler,0.527295712844465,0.52553637019583,0.528504485427088,0.526589062880198,0.523815459022332,0.523219390547047,,,
10285,punish,معاقبة,büntetni,menghukum,trừng_phạt,cezalandırmak,0.608271572535708,0.628535305275508,0.628647003876386,0.567740899187639,0.627257028614702,0.601997488681573,4.45454545454545,,
10303,adhere,نلتزم,ragaszkodunk,mematuhi,tuân_thủ,sıkıya,0.517109356989094,0.557661097092466,0.545333727560924,0.516166930798786,0.538661704840973,0.524456497298824,3.8,-0.4,
10310,turbulent,المضطرب,viharos,bergolak,hỗn_loạn,çalkantılı,0.528891604565542,0.526982022763754,0.525636027154157,0.526619006638114,0.529964956133698,0.531706667715818,4.9,,
10312,vanished,اختفت,felszívódott,menghilang,biến,kayboldular,0.623728791292114,0.62642900000869,0.619074716626229,0.635331644979314,0.61982994946555,0.632975720941283,,,
10314,striped,مخططة,csíkos,bergaris,sọc,çizgili,0.544096166112428,0.510560953170749,0.483023860983498,0.564288377254073,0.483892348681143,0.491881069554214,5.09090909090909,0.692307692,
10317,covenant,العهد,szövetséget,perjanjian,giao_ước,Ahit,0.475776794200632,0.480650276660692,0.48154041149982,0.470205350777879,0.474092432586421,0.476149140376506,3.1,,
10321,postage,طابع,bélyeg,perangko,,,pulu,0.234227423489415,0.436462665508746,0.439621251763156,0.447766969425904,0.444359601661678,0.432071182046577,3.7,
10326,salvage,التخليص,menthető,penyelamatan,cứu_vãn,kurtarabiliriz,0.536363070395246,0.536761832916573,0.533997654036128,0.534394602688177,0.525686526453557,0.531278767830831,3.3,,
10328,shocking,صادم,sokkoló,mengejutkan,sốc,şok,0.631068389391526,0.653213731903059,0.649782090006607,0.639214196324121,0.638248179848791,0.649229514064023,4.9,,
10334,fascinated,مفتون,lenyűgözött,terpesona,mê_hoặc,büyülemiştir,0.585595799289527,0.600082251709876,0.597259907939479,0.579505026004991,0.59199490032954,0.599704032137957,,,
10344,certainty,اليقين,bizonyosság,kepastian,chắc_chắn,kesinlik,0.541254883983394,0.571094295192519,0.572748051976614,0.564135847050196,0.558922222268038,0.563076111804768,2.8,,
10345,pushes,تدفعك,ellök,mendorong,đẩy,itiyor,0.586262714326736,0.612593862898323,0.607039290491964,0.610967465810292,0.607158203896521,0.610315801496288,,,
10346,feasibility,الجدوى,megvalósíthatóságát,kelayakan,khả_thi,uygunluk,0.436047594732754,0.483288263720802,0.479127037603574,0.436909855591573,0.463712069837011,0.478691881770392,,,
10347,uneven,مستوية,egyenetlen,rata,gồ_ghề,dengesiz,0.518363149237174,0.511583846497837,0.514970770001728,0.522992365584059,0.523093748486272,0.516416888576177,3.5,0.857142857,
10365,clerical,كتابي,elírás,administrasi,lỗi,hatası,0.476013721539662,0.514222293215697,0.531464708242661,0.483101145489646,0.510154559566669,0.514128085431995,,,
10369,buys,يشتري,megveszi,membeli,mua,ısmarlar,0.577355980276681,0.575661294234161,0.570014243519419,0.582858210468211,0.569665575874963,0.584231696618894,,,
10370,hazel,البندق,mogyoró,cokelat,phỉ,Hazel,0.545658384784556,0.507680949761804,0.48934246977695,0.484822688406087,0.501864568906611,0.486309493764788,3.4,,
10372,horizontally,أفقياً,vízszintesen,horizontal,ngang,yatay,0.500397817951348,0.495831211964403,0.501695645890575,0.514506371717214,0.513083478883768,0.497367762785807,,,
10373,munitions,الذخائر,lőszer,amunisi,đạn_dược,mühimmat,0.503320288877988,0.501081036503552,0.50088455227348,0.50244686202659,0.496580465196931,0.49902401041288,,,
10383,pubs,الحانات,kocsmákban,pub,quán,barlarda,0.478572569394066,0.450280765449833,0.468195501908357,0.458787574688325,0.465900843875286,0.473384119268273,,,
10398,quiz,المسابقات,kvíz,kuis,kiểm_tra,sınav,0.464589341239163,0.458264809830264,0.461372332958004,0.435111926887572,0.457632440650057,0.457654571428209,3.5,,
10399,th,الحادى,k,ma,Trung_đoàn,11,0.386924069121975,0.430548228710679,0.410486367532792,0.385740383562418,0.333341470202107,0.389832801061385,,,
10401,mammal,الثدييات,emlős,mamalia,vú,memeli,0.437438453846428,0.433139456899973,0.434117581219644,0.423298666079138,0.436672728800651,0.440618061058641,3,0.166666667,
10404,clutch,القابض,kuplungot,kopling,côn,vites,0.552519727547725,0.517969229926487,0.528263973802706,0.536032997469337,0.530011869472454,0.546778485846377,4.92307692307692,,
10405,muddy,الموحلة,sáros,berlumpur,bùn,çamurlu,0.573820374965916,0.545346512108616,0.521098513523864,0.538036295273138,0.545848880949009,0.542638794623986,4.5,1.266666667,
10411,coherent,متماسكة,koherens,koheren,mạch_lạc,tutarlı,0.525624242098043,0.54461560018155,0.534209130815622,0.517594162048998,0.53751407023215,0.542010968239635,,,
10412,cruelty,القسوة,kegyetlenség,kekejaman,tàn_ác,zulüm,0.59226119158038,0.616438185752542,0.616303459575097,0.585557037601383,0.594391817716112,0.598142932484541,4.07692307692308,,
10417,efficacy,فعالية,hatékonyságát,kemanjuran,hiệu_quả,etkinliğini,0.506435621338042,0.543993844123163,0.541967501513339,0.479623263508429,0.548916148659412,0.5298104688809,,,
10422,monkeys,القرود,majmok,monyet,khỉ,maymunlar,0.555161641900745,0.559133401481896,0.556117363525849,0.55836530516133,0.544751200681328,0.550569920831281,,,
10426,shafts,التهوية,aknák,poros,thông,Havalandırma,0.497939212304092,0.510763628449605,0.518170746743466,0.496827825470939,0.503039993023967,0.509565886184564,,,
10432,blogs,مدونة,blogok,blog,blogger,bloglar,0.515340783881167,0.505084183998479,0.498996907057579,0.49349507287739,0.510427160106461,0.495140353037572,,,
10440,spectral,طيف,spektrum,spektral,quang_phổ,spektral,0.46239057280014,0.467237728015761,0.464535745334898,0.46417379693006,0.475560516547662,0.468040360462177,,,
10456,gangs,العصابات,bandák,geng,băng_đảng,çeteler,0.531543394128049,0.533743975120922,0.522604715738219,0.531596675919448,0.540066204043394,0.522211070597822,,,
10457,hooks,الخطافات,kampók,kait,móc,kancalar,0.608685682581379,0.590474940055038,0.607259522112522,0.570111588041419,0.580988182918018,0.590153201546676,,,
10467,sculpted,نحت,faragott,patung,điêu_khắc,yontulmuş,0.496256375437751,0.492672237989955,0.500883878993844,0.516312701053969,0.488113644908503,0.488750959214379,,,
10468,squash,الاسكواش,tököt,labu,nghiền,kabak,0.429262696912121,0.420855371613915,0.42943839094202,0.392058072207794,0.425642122299874,0.416199247541879,6,,
10482,mutation,طفرة,mutáció,mutasi,đột_biến,mutasyon,0.486506589507173,0.487753901862244,0.483035614494604,0.474507425840496,0.48567264676105,0.484595807326986,,,
10504,brewing,تختمر,készülődik,pembuatan,trù_tính,patlamak,0.480828662782128,0.460309527632598,0.472000659167358,0.480307049882661,0.47922238078895,0.483638492012382,4.8,,
10506,fugitive,هارب,szökevény,buronan,trốn,kaçak,0.538928824608467,0.538197222054431,0.546596946841093,0.530061937055041,0.541100088100985,0.540142491010416,2.8,,
10514,backstage,الكواليس,színfalak,panggung,hậu_trường,sahne,0.576618807995339,0.545464139231385,0.564892333011593,0.541639989983293,0.564994003724287,0.549263248808728,,,
10515,gunfire,إطلاق,lövéseket,tembakan,súng,sesiydi,0.528414104578576,0.535425642309807,0.536693533848793,0.544969884091167,0.524966038668254,0.536533313510871,4.1,,
10524,faults,العيوب,hibái,kesalahan,lỗi_lầm,hataları,0.531748112233718,0.532876566097213,0.546844174170086,0.53422224877774,0.545251689460773,0.530128510586644,,,
10526,emerald,الزمرد,smaragd,zamrud,ngọc_lục,zümrüt,0.501988257361819,0.507312317508267,0.503667253987904,0.501766856026211,0.501346055899876,0.504028328618473,3.1,-0.75,
10530,catastrophic,كارثية,katasztrofális,bencana,thảm_họa,yıkıcı,0.531656059824631,0.546450487308304,0.543688903311761,0.526438308132625,0.539255528540568,0.544696497861793,,,
10534,credible,مصداقية,hiteles,terpercaya,đáng,inandırıcı,0.522272139387403,0.560884135338639,0.574870689380314,0.550552114094102,0.569114440211601,0.56103500812266,3.1,,
10538,replacements,بدائل,váltás,pengganti,thay_thế,yenilerini,0.554716131259164,0.550745845653802,0.552701531999266,0.556908739604323,0.542723502572621,0.557281227830148,,,
10545,patience,الصبر,türelem,kesabaran,kiên_nhẫn,sabır,0.603136769713466,0.596419158370667,0.594123721800969,0.58868776197988,0.596581856434812,0.595038438986201,2.81818181818182,,
10547,303,X,304,apt,Prospect_Place,Kanat,0.411231339149965,0.369754173962668,0.41137100021958,0.48073576987995,0.411866181815602,0.364114587977945,,,
10553,injected,حقن,fecskendezett,disuntikkan,tiêm,enjekte,0.526254205942688,0.542370996579547,0.538388867173329,0.540567124082021,0.539443648898719,0.539358442856389,,,
10556,mounts,يتصاعد,serpenyők,mount,đỡ,porno,0.502241303668183,0.526019146274713,0.52779841626949,0.527622276973258,0.522538165445361,0.528369819620198,,,
